,State,F Year,f Gender,ICD-10 113 Cause List,F Under 5 years,F 5-9 years,F 10-14 years,F 15-19 years,F 20-24 years,F 25-29 years,F 30-34 years,F 35-39 years,F 40-44 years,F 45-49 years,F 50-54 years,F 55-59 years,F 60-64 years,F 65-69 years,F 70-74 years,F 75-79 years,F 80-84 years,F 85years and older,F Not Stated,C Year,C Total population,C Male Total population,C Female Total population,C Under 5 years,C 5 to 9 years,C 10 to 14 years,C 15 to 19 years,C 20 to 24 years,C 25 to 29 years,C 30 to 34 years,C 35 to 39 years,C 40 to 44 years,C 45 to 49 years,C 50 to 54 years,C 55 to 59 years,C 60 to 64 years,C 65 to 69 years,C 70 to 74 years,C 75 to 79 years,C 80 to 84 years,C 85 years and over,Total Deaths
1684,New Mexico,2010,Male,Homicide,0,0,0,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2107569,1038347,1069222,150001.491,145486.959,146976.411,158493.895,151569.91,142914.676,126530.719,130958.64600000001,136447.659,151856.396,149261.701,135394.123,113049.175,84253.643,65156.908,50671.233,36219.383,31526.685999999998,23
1685,New Mexico,2010,Male,Suicide,0,0,0,0,13,21,15,15,14,12,20,19,0,13,0,0,0,0,0,2010,2107569,1038347,1069222,150001.491,145486.959,146976.411,158493.895,151569.91,142914.676,126530.719,130958.64600000001,136447.659,151856.396,149261.701,135394.123,113049.175,84253.643,65156.908,50671.233,36219.383,31526.685999999998,142
1686,New Mexico,2011,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,2050625,1011760,1038865,145428.521,141148.674,142853.48500000002,151212.625,145175.503,138835.374,123821.807,124869.467,127769.898,144801.647,146264.064,134894.875,115390.455,84004.671,66228.455,48849.605,35906.442,31528.97,0
1687,New Mexico,2011,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,2050625,1011760,1038865,145428.521,141148.674,142853.48500000002,151212.625,145175.503,138835.374,123821.807,124869.467,127769.898,144801.647,146264.064,134894.875,115390.455,84004.671,66228.455,48849.605,35906.442,31528.97,0
1688,New Mexico,2011,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,2050625,1011760,1038865,145428.521,141148.674,142853.48500000002,151212.625,145175.503,138835.374,123821.807,124869.467,127769.898,144801.647,146264.064,134894.875,115390.455,84004.671,66228.455,48849.605,35906.442,31528.97,0
1689,New Mexico,2011,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,2050625,1011760,1038865,145428.521,141148.674,142853.48500000002,151212.625,145175.503,138835.374,123821.807,124869.467,127769.898,144801.647,146264.064,134894.875,115390.455,84004.671,66228.455,48849.605,35906.442,31528.97,0
1690,New Mexico,2011,Male,Homicide,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2011,2050625,1011760,1038865,145428.521,141148.674,142853.48500000002,151212.625,145175.503,138835.374,123821.807,124869.467,127769.898,144801.647,146264.064,134894.875,115390.455,84004.671,66228.455,48849.605,35906.442,31528.97,23
1691,New Mexico,2011,Male,Suicide,0,0,0,13,14,20,16,17,10,15,12,15,14,0,11,10,0,0,0,2011,2050625,1011760,1038865,145428.521,141148.674,142853.48500000002,151212.625,145175.503,138835.374,123821.807,124869.467,127769.898,144801.647,146264.064,134894.875,115390.455,84004.671,66228.455,48849.605,35906.442,31528.97,167
1692,New Mexico,2012,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2016248,996864,1019384,141338.978,140123.222,139137.675,145598.516,142834.584,138682.058,125448.931,123028.571,122794.57299999999,138304.452,143245.502,132562.942,117778.38100000001,86087.887,64483.852999999996,49206.281,34596.174,32115.853,0
1693,New Mexico,2012,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2016248,996864,1019384,141338.978,140123.222,139137.675,145598.516,142834.584,138682.058,125448.931,123028.571,122794.57299999999,138304.452,143245.502,132562.942,117778.38100000001,86087.887,64483.852999999996,49206.281,34596.174,32115.853,0
1694,New Mexico,2012,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2016248,996864,1019384,141338.978,140123.222,139137.675,145598.516,142834.584,138682.058,125448.931,123028.571,122794.57299999999,138304.452,143245.502,132562.942,117778.38100000001,86087.887,64483.852999999996,49206.281,34596.174,32115.853,0
1695,New Mexico,2012,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2016248,996864,1019384,141338.978,140123.222,139137.675,145598.516,142834.584,138682.058,125448.931,123028.571,122794.57299999999,138304.452,143245.502,132562.942,117778.38100000001,86087.887,64483.852999999996,49206.281,34596.174,32115.853,0
1696,New Mexico,2012,Male,Homicide,0,0,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2012,2016248,996864,1019384,141338.978,140123.222,139137.675,145598.516,142834.584,138682.058,125448.931,123028.571,122794.57299999999,138304.452,143245.502,132562.942,117778.38100000001,86087.887,64483.852999999996,49206.281,34596.174,32115.853,26
1697,New Mexico,2012,Male,Suicide,0,0,0,0,15,22,10,12,13,21,24,15,18,13,0,11,0,0,0,2012,2016248,996864,1019384,141338.978,140123.222,139137.675,145598.516,142834.584,138682.058,125448.931,123028.571,122794.57299999999,138304.452,143245.502,132562.942,117778.38100000001,86087.887,64483.852999999996,49206.281,34596.174,32115.853,174
1698,New Mexico,2013,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,2067785,1024721,1043064,141825.419,142781.233,142255.16,145357.838,147876.82700000002,140487.147,131091.564,126472.20000000001,122768.989,136762.547,146004.035,137156.115,123606.083,92292.359,69265.873,51286.597,36887.091,33530.393,0
1699,New Mexico,2013,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,2067785,1024721,1043064,141825.419,142781.233,142255.16,145357.838,147876.82700000002,140487.147,131091.564,126472.20000000001,122768.989,136762.547,146004.035,137156.115,123606.083,92292.359,69265.873,51286.597,36887.091,33530.393,0
1700,New Mexico,2013,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,2067785,1024721,1043064,141825.419,142781.233,142255.16,145357.838,147876.82700000002,140487.147,131091.564,126472.20000000001,122768.989,136762.547,146004.035,137156.115,123606.083,92292.359,69265.873,51286.597,36887.091,33530.393,0
1701,New Mexico,2013,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,2067785,1024721,1043064,141825.419,142781.233,142255.16,145357.838,147876.82700000002,140487.147,131091.564,126472.20000000001,122768.989,136762.547,146004.035,137156.115,123606.083,92292.359,69265.873,51286.597,36887.091,33530.393,0
1702,New Mexico,2013,Male,Homicide,0,0,0,0,11,12,13,0,0,0,0,0,0,0,0,0,0,0,0,2013,2067785,1024721,1043064,141825.419,142781.233,142255.16,145357.838,147876.82700000002,140487.147,131091.564,126472.20000000001,122768.989,136762.547,146004.035,137156.115,123606.083,92292.359,69265.873,51286.597,36887.091,33530.393,36
1703,New Mexico,2013,Male,Suicide,0,0,0,0,17,16,15,13,13,11,15,19,15,0,18,0,12,0,0,2013,2067785,1024721,1043064,141825.419,142781.233,142255.16,145357.838,147876.82700000002,140487.147,131091.564,126472.20000000001,122768.989,136762.547,146004.035,137156.115,123606.083,92292.359,69265.873,51286.597,36887.091,33530.393,164
1704,New Mexico,2014,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2008756,993736,1015020,135156.053,137438.847,139902.495,140332.135,144701.849,135615.025,129237.326,120236.192,119031.825,127386.32500000001,140967.854,133467.462,123310.489,94522.689,69116.09700000001,51057.018000000004,36852.199,32156.394,0
1705,New Mexico,2014,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2008756,993736,1015020,135156.053,137438.847,139902.495,140332.135,144701.849,135615.025,129237.326,120236.192,119031.825,127386.32500000001,140967.854,133467.462,123310.489,94522.689,69116.09700000001,51057.018000000004,36852.199,32156.394,0
1706,New Mexico,2014,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2008756,993736,1015020,135156.053,137438.847,139902.495,140332.135,144701.849,135615.025,129237.326,120236.192,119031.825,127386.32500000001,140967.854,133467.462,123310.489,94522.689,69116.09700000001,51057.018000000004,36852.199,32156.394,0
1707,New Mexico,2014,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2008756,993736,1015020,135156.053,137438.847,139902.495,140332.135,144701.849,135615.025,129237.326,120236.192,119031.825,127386.32500000001,140967.854,133467.462,123310.489,94522.689,69116.09700000001,51057.018000000004,36852.199,32156.394,0
1708,New Mexico,2014,Male,Homicide,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2008756,993736,1015020,135156.053,137438.847,139902.495,140332.135,144701.849,135615.025,129237.326,120236.192,119031.825,127386.32500000001,140967.854,133467.462,123310.489,94522.689,69116.09700000001,51057.018000000004,36852.199,32156.394,32
1709,New Mexico,2014,Male,Suicide,0,0,0,0,18,19,15,13,0,17,12,14,20,20,12,10,15,0,0,2014,2008756,993736,1015020,135156.053,137438.847,139902.495,140332.135,144701.849,135615.025,129237.326,120236.192,119031.825,127386.32500000001,140967.854,133467.462,123310.489,94522.689,69116.09700000001,51057.018000000004,36852.199,32156.394,185
1710,New Mexico,2015,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1939978,960974,979004,128869.738,134014.431,132455.734,132082.626,140593.003,132312.547,128531.71399999999,115955.14899999999,113311.396,118483.511,134097.65600000002,129562.685,118791.77900000001,93976.226,69753.129,50542.22,35026.257000000005,31964.423,0
1711,New Mexico,2015,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1939978,960974,979004,128869.738,134014.431,132455.734,132082.626,140593.003,132312.547,128531.71399999999,115955.14899999999,113311.396,118483.511,134097.65600000002,129562.685,118791.77900000001,93976.226,69753.129,50542.22,35026.257000000005,31964.423,0
1712,New Mexico,2015,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1939978,960974,979004,128869.738,134014.431,132455.734,132082.626,140593.003,132312.547,128531.71399999999,115955.14899999999,113311.396,118483.511,134097.65600000002,129562.685,118791.77900000001,93976.226,69753.129,50542.22,35026.257000000005,31964.423,0
1713,New Mexico,2015,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1939978,960974,979004,128869.738,134014.431,132455.734,132082.626,140593.003,132312.547,128531.71399999999,115955.14899999999,113311.396,118483.511,134097.65600000002,129562.685,118791.77900000001,93976.226,69753.129,50542.22,35026.257000000005,31964.423,0
1714,New Mexico,2015,Male,Homicide,0,0,0,0,12,10,13,11,0,0,0,0,0,0,0,0,0,0,0,2015,1939978,960974,979004,128869.738,134014.431,132455.734,132082.626,140593.003,132312.547,128531.71399999999,115955.14899999999,113311.396,118483.511,134097.65600000002,129562.685,118791.77900000001,93976.226,69753.129,50542.22,35026.257000000005,31964.423,46
1715,New Mexico,2015,Male,Suicide,0,0,0,10,18,23,16,0,18,16,17,22,18,21,11,13,13,0,0,2015,1939978,960974,979004,128869.738,134014.431,132455.734,132082.626,140593.003,132312.547,128531.71399999999,115955.14899999999,113311.396,118483.511,134097.65600000002,129562.685,118791.77900000001,93976.226,69753.129,50542.22,35026.257000000005,31964.423,216
1716,New Mexico,2016,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2063342,1021203,1042139,131566.001,140219.756,140655.076,139679.897,147582.096,139290.823,135443.08599999998,124582.11,120847.717,124060.978,139885.504,139951.202,128374.333,107385.281,76447.414,55778.278999999995,36769.521,34864.472,0
1717,New Mexico,2016,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2063342,1021203,1042139,131566.001,140219.756,140655.076,139679.897,147582.096,139290.823,135443.08599999998,124582.11,120847.717,124060.978,139885.504,139951.202,128374.333,107385.281,76447.414,55778.278999999995,36769.521,34864.472,0
1718,New Mexico,2016,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2063342,1021203,1042139,131566.001,140219.756,140655.076,139679.897,147582.096,139290.823,135443.08599999998,124582.11,120847.717,124060.978,139885.504,139951.202,128374.333,107385.281,76447.414,55778.278999999995,36769.521,34864.472,0
1719,New Mexico,2016,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2063342,1021203,1042139,131566.001,140219.756,140655.076,139679.897,147582.096,139290.823,135443.08599999998,124582.11,120847.717,124060.978,139885.504,139951.202,128374.333,107385.281,76447.414,55778.278999999995,36769.521,34864.472,0
1720,New Mexico,2016,Male,Homicide,0,0,0,0,23,0,21,0,0,0,0,0,0,0,0,0,0,0,0,2016,2063342,1021203,1042139,131566.001,140219.756,140655.076,139679.897,147582.096,139290.823,135443.08599999998,124582.11,120847.717,124060.978,139885.504,139951.202,128374.333,107385.281,76447.414,55778.278999999995,36769.521,34864.472,44
1721,New Mexico,2016,Male,Suicide,0,0,0,0,19,12,18,17,11,13,10,14,21,20,12,12,0,0,0,2016,2063342,1021203,1042139,131566.001,140219.756,140655.076,139679.897,147582.096,139290.823,135443.08599999998,124582.11,120847.717,124060.978,139885.504,139951.202,128374.333,107385.281,76447.414,55778.278999999995,36769.521,34864.472,179
1722,New Mexico,2017,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2065568,1022700,1042868,131975.0,140174.0,142197.0,138699.0,147726.0,140192.0,138141.0,125004.0,118733.0,121484.0,135416.0,137430.0,129581.0,107977.0,80131.0,56119.0,38476.0,36113.0,0
1723,New Mexico,2017,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2065568,1022700,1042868,131975.0,140174.0,142197.0,138699.0,147726.0,140192.0,138141.0,125004.0,118733.0,121484.0,135416.0,137430.0,129581.0,107977.0,80131.0,56119.0,38476.0,36113.0,0
1724,New Mexico,2017,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2065568,1022700,1042868,131975.0,140174.0,142197.0,138699.0,147726.0,140192.0,138141.0,125004.0,118733.0,121484.0,135416.0,137430.0,129581.0,107977.0,80131.0,56119.0,38476.0,36113.0,0
1725,New Mexico,2017,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2065568,1022700,1042868,131975.0,140174.0,142197.0,138699.0,147726.0,140192.0,138141.0,125004.0,118733.0,121484.0,135416.0,137430.0,129581.0,107977.0,80131.0,56119.0,38476.0,36113.0,0
1726,New Mexico,2017,Male,Homicide,0,0,0,0,15,0,11,0,10,0,0,0,0,0,0,0,0,0,0,2017,2065568,1022700,1042868,131975.0,140174.0,142197.0,138699.0,147726.0,140192.0,138141.0,125004.0,118733.0,121484.0,135416.0,137430.0,129581.0,107977.0,80131.0,56119.0,38476.0,36113.0,36
1727,New Mexico,2017,Male,Suicide,0,0,0,12,28,22,10,11,13,15,18,17,11,19,20,0,10,0,0,2017,2065568,1022700,1042868,131975.0,140174.0,142197.0,138699.0,147726.0,140192.0,138141.0,125004.0,118733.0,121484.0,135416.0,137430.0,129581.0,107977.0,80131.0,56119.0,38476.0,36113.0,206
1728,New York,2009,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,19423896,9425099,9998797,1218885.25,1185342.022,1273541.079,1380336.6700000002,1316751.818,1340515.22,1266617.0350000001,1366832.848,1469083.389,1509506.925,1372707.068,1200766.9610000001,962167.6830000001,720792.0869999999,584201.237,499361.431,392126.112,365830.233,0
1729,New York,2009,Female,Homicide,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,19423896,9425099,9998797,1218885.25,1185342.022,1273541.079,1380336.6700000002,1316751.818,1340515.22,1266617.0350000001,1366832.848,1469083.389,1509506.925,1372707.068,1200766.9610000001,962167.6830000001,720792.0869999999,584201.237,499361.431,392126.112,365830.233,10
1730,New York,2009,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,19423896,9425099,9998797,1218885.25,1185342.022,1273541.079,1380336.6700000002,1316751.818,1340515.22,1266617.0350000001,1366832.848,1469083.389,1509506.925,1372707.068,1200766.9610000001,962167.6830000001,720792.0869999999,584201.237,499361.431,392126.112,365830.233,0
1731,New York,2009,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,19423896,9425099,9998797,1218885.25,1185342.022,1273541.079,1380336.6700000002,1316751.818,1340515.22,1266617.0350000001,1366832.848,1469083.389,1509506.925,1372707.068,1200766.9610000001,962167.6830000001,720792.0869999999,584201.237,499361.431,392126.112,365830.233,0
1732,New York,2009,Male,Homicide,0,0,0,70,112,99,56,39,26,0,0,12,0,0,0,0,0,0,0,2009,19423896,9425099,9998797,1218885.25,1185342.022,1273541.079,1380336.6700000002,1316751.818,1340515.22,1266617.0350000001,1366832.848,1469083.389,1509506.925,1372707.068,1200766.9610000001,962167.6830000001,720792.0869999999,584201.237,499361.431,392126.112,365830.233,414
1733,New York,2009,Male,Suicide,0,0,0,14,29,14,24,29,23,40,48,40,28,26,21,18,17,15,0,2009,19423896,9425099,9998797,1218885.25,1185342.022,1273541.079,1380336.6700000002,1316751.818,1340515.22,1266617.0350000001,1366832.848,1469083.389,1509506.925,1372707.068,1200766.9610000001,962167.6830000001,720792.0869999999,584201.237,499361.431,392126.112,365830.233,386
1734,New York,2010,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,19229752,9300854,9928898,1160340.308,1169287.162,1239114.758,1383025.474,1369941.527,1356256.486,1250295.273,1304844.987,1421678.8260000001,1466033.604,1371285.952,1202839.479,989371.581,728285.49,578256.838,487131.256,396158.066,366708.061,0
1735,New York,2010,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,19229752,9300854,9928898,1160340.308,1169287.162,1239114.758,1383025.474,1369941.527,1356256.486,1250295.273,1304844.987,1421678.8260000001,1466033.604,1371285.952,1202839.479,989371.581,728285.49,578256.838,487131.256,396158.066,366708.061,0
1736,New York,2010,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,19229752,9300854,9928898,1160340.308,1169287.162,1239114.758,1383025.474,1369941.527,1356256.486,1250295.273,1304844.987,1421678.8260000001,1466033.604,1371285.952,1202839.479,989371.581,728285.49,578256.838,487131.256,396158.066,366708.061,0
1737,New York,2010,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,19229752,9300854,9928898,1160340.308,1169287.162,1239114.758,1383025.474,1369941.527,1356256.486,1250295.273,1304844.987,1421678.8260000001,1466033.604,1371285.952,1202839.479,989371.581,728285.49,578256.838,487131.256,396158.066,366708.061,0
1738,New York,2010,Male,Homicide,0,0,0,84,108,112,66,40,19,14,14,0,0,0,0,0,0,0,0,2010,19229752,9300854,9928898,1160340.308,1169287.162,1239114.758,1383025.474,1369941.527,1356256.486,1250295.273,1304844.987,1421678.8260000001,1466033.604,1371285.952,1202839.479,989371.581,728285.49,578256.838,487131.256,396158.066,366708.061,457
1739,New York,2010,Male,Suicide,0,0,0,13,25,17,15,25,46,52,53,36,31,32,28,23,20,12,0,2010,19229752,9300854,9928898,1160340.308,1169287.162,1239114.758,1383025.474,1369941.527,1356256.486,1250295.273,1304844.987,1421678.8260000001,1466033.604,1371285.952,1202839.479,989371.581,728285.49,578256.838,487131.256,396158.066,366708.061,428
1740,New York,2011,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,19359449,9368464,9990985,1161309.591,1162631.467,1228604.715,1374009.249,1385578.679,1370874.8260000001,1266845.482,1281507.383,1395314.573,1459724.404,1396280.252,1227883.194,1036624.978,757058.87,586936.856,484560.04000000004,396434.203,378953.233,0
1741,New York,2011,Female,Homicide,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,19359449,9368464,9990985,1161309.591,1162631.467,1228604.715,1374009.249,1385578.679,1370874.8260000001,1266845.482,1281507.383,1395314.573,1459724.404,1396280.252,1227883.194,1036624.978,757058.87,586936.856,484560.04000000004,396434.203,378953.233,22
1742,New York,2011,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,19359449,9368464,9990985,1161309.591,1162631.467,1228604.715,1374009.249,1385578.679,1370874.8260000001,1266845.482,1281507.383,1395314.573,1459724.404,1396280.252,1227883.194,1036624.978,757058.87,586936.856,484560.04000000004,396434.203,378953.233,0
1743,New York,2011,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,19359449,9368464,9990985,1161309.591,1162631.467,1228604.715,1374009.249,1385578.679,1370874.8260000001,1266845.482,1281507.383,1395314.573,1459724.404,1396280.252,1227883.194,1036624.978,757058.87,586936.856,484560.04000000004,396434.203,378953.233,0
1744,New York,2011,Male,Homicide,0,0,0,52,103,82,58,36,28,13,12,0,0,0,0,0,0,0,0,2011,19359449,9368464,9990985,1161309.591,1162631.467,1228604.715,1374009.249,1385578.679,1370874.8260000001,1266845.482,1281507.383,1395314.573,1459724.404,1396280.252,1227883.194,1036624.978,757058.87,586936.856,484560.04000000004,396434.203,378953.233,384
1745,New York,2011,Male,Suicide,0,0,0,21,27,36,19,24,31,42,68,53,28,34,15,21,29,0,0,2011,19359449,9368464,9990985,1161309.591,1162631.467,1228604.715,1374009.249,1385578.679,1370874.8260000001,1266845.482,1281507.383,1395314.573,1459724.404,1396280.252,1227883.194,1036624.978,757058.87,586936.856,484560.04000000004,396434.203,378953.233,448
1746,New York,2012,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,19312883,9347022,9965861,1155553.405,1152338.623,1207728.336,1350884.202,1406647.073,1384854.426,1280555.799,1248045.856,1361376.719,1435230.162,1403058.391,1232639.618,1061903.851,777658.769,592383.6359999999,474293.967,389837.244,388289.714,0
1747,New York,2012,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,19312883,9347022,9965861,1155553.405,1152338.623,1207728.336,1350884.202,1406647.073,1384854.426,1280555.799,1248045.856,1361376.719,1435230.162,1403058.391,1232639.618,1061903.851,777658.769,592383.6359999999,474293.967,389837.244,388289.714,0
1748,New York,2012,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,19312883,9347022,9965861,1155553.405,1152338.623,1207728.336,1350884.202,1406647.073,1384854.426,1280555.799,1248045.856,1361376.719,1435230.162,1403058.391,1232639.618,1061903.851,777658.769,592383.6359999999,474293.967,389837.244,388289.714,0
1749,New York,2012,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,19312883,9347022,9965861,1155553.405,1152338.623,1207728.336,1350884.202,1406647.073,1384854.426,1280555.799,1248045.856,1361376.719,1435230.162,1403058.391,1232639.618,1061903.851,777658.769,592383.6359999999,474293.967,389837.244,388289.714,0
1750,New York,2012,Male,Homicide,0,0,0,50,125,80,52,32,23,12,0,0,0,0,0,0,0,0,0,2012,19312883,9347022,9965861,1155553.405,1152338.623,1207728.336,1350884.202,1406647.073,1384854.426,1280555.799,1248045.856,1361376.719,1435230.162,1403058.391,1232639.618,1061903.851,777658.769,592383.6359999999,474293.967,389837.244,388289.714,374
1751,New York,2012,Male,Suicide,0,0,0,18,30,38,24,21,38,45,47,58,35,28,33,22,24,13,0,2012,19312883,9347022,9965861,1155553.405,1152338.623,1207728.336,1350884.202,1406647.073,1384854.426,1280555.799,1248045.856,1361376.719,1435230.162,1403058.391,1232639.618,1061903.851,777658.769,592383.6359999999,474293.967,389837.244,388289.714,474
1752,New York,2013,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,19490635,9443645,10046990,1167972.234,1154782.885,1203100.484,1335249.506,1419866.269,1406408.193,1310682.701,1231223.221,1343685.98,1426840.2110000001,1425930.21,1268932.755,1099753.543,815871.355,612365.487,476173.355,394027.37,401523.642,0
1753,New York,2013,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,19490635,9443645,10046990,1167972.234,1154782.885,1203100.484,1335249.506,1419866.269,1406408.193,1310682.701,1231223.221,1343685.98,1426840.2110000001,1425930.21,1268932.755,1099753.543,815871.355,612365.487,476173.355,394027.37,401523.642,0
1754,New York,2013,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,19490635,9443645,10046990,1167972.234,1154782.885,1203100.484,1335249.506,1419866.269,1406408.193,1310682.701,1231223.221,1343685.98,1426840.2110000001,1425930.21,1268932.755,1099753.543,815871.355,612365.487,476173.355,394027.37,401523.642,0
1755,New York,2013,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,19490635,9443645,10046990,1167972.234,1154782.885,1203100.484,1335249.506,1419866.269,1406408.193,1310682.701,1231223.221,1343685.98,1426840.2110000001,1425930.21,1268932.755,1099753.543,815871.355,612365.487,476173.355,394027.37,401523.642,0
1756,New York,2013,Male,Homicide,0,0,0,30,79,74,50,28,20,19,15,0,0,0,0,0,0,0,0,2013,19490635,9443645,10046990,1167972.234,1154782.885,1203100.484,1335249.506,1419866.269,1406408.193,1310682.701,1231223.221,1343685.98,1426840.2110000001,1425930.21,1268932.755,1099753.543,815871.355,612365.487,476173.355,394027.37,401523.642,315
1757,New York,2013,Male,Suicide,0,0,0,12,30,24,21,21,29,39,56,40,43,25,28,22,24,10,0,2013,19490635,9443645,10046990,1167972.234,1154782.885,1203100.484,1335249.506,1419866.269,1406408.193,1310682.701,1231223.221,1343685.98,1426840.2110000001,1425930.21,1268932.755,1099753.543,815871.355,612365.487,476173.355,394027.37,401523.642,424
1758,New York,2014,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,19644020,9523399,10120621,1172846.382,1161224.68,1190330.072,1315472.212,1435338.157,1431320.798,1335300.409,1237320.286,1322678.263,1409269.803,1438419.119,1298079.6809999999,1124803.829,852744.121,632462.7119999999,473896.752,391612.632,413032.594,0
1759,New York,2014,Female,Homicide,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,19644020,9523399,10120621,1172846.382,1161224.68,1190330.072,1315472.212,1435338.157,1431320.798,1335300.409,1237320.286,1322678.263,1409269.803,1438419.119,1298079.6809999999,1124803.829,852744.121,632462.7119999999,473896.752,391612.632,413032.594,10
1760,New York,2014,Female,Suicide,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2014,19644020,9523399,10120621,1172846.382,1161224.68,1190330.072,1315472.212,1435338.157,1431320.798,1335300.409,1237320.286,1322678.263,1409269.803,1438419.119,1298079.6809999999,1124803.829,852744.121,632462.7119999999,473896.752,391612.632,413032.594,10
