State,F Year,f Gender,ICD-10 113 Cause List,F Under 5 years,F 5-9 years,F 10-14 years,F 15-19 years,F 20-24 years,F 25-29 years,F 30-34 years,F 35-39 years,F 40-44 years,F 45-49 years,F 50-54 years,F 55-59 years,F 60-64 years,F 65-69 years,F 70-74 years,F 75-79 years,F 80-84 years,F 85years and older,F Not Stated
Missouri,2016,Female,Suicide,0,0,0,0,0,0,0,10,0,0,17,0,0,0,0,0,0,0,0
Missouri,2016,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,2016,Male,Homicide,0,0,0,39,72,73,50,48,28,18,25,14,0,0,0,0,0,0,0
Missouri,2016,Male,Suicide,0,0,0,26,54,58,38,43,32,41,56,40,38,32,29,16,12,18,0
Missouri,2017,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,2017,Female,Homicide,0,0,0,0,16,17,10,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,2017,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
Missouri,2017,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,2017,Male,Homicide,0,0,0,44,82,93,76,59,37,21,22,23,0,0,0,0,0,0,0
Missouri,2017,Male,Suicide,0,0,0,34,62,45,43,41,44,42,50,49,62,37,27,24,21,11,0
Montana,2009,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2009,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2009,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2009,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2009,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2009,Male,Suicide,0,0,0,0,13,0,0,0,0,15,0,14,13,0,0,0,0,0,0
Montana,2010,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2010,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2010,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2010,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2010,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2010,Male,Suicide,0,0,0,0,0,11,11,0,0,0,0,17,13,0,0,0,0,0,0
Montana,2011,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2011,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2011,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2011,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2011,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2011,Male,Suicide,0,0,0,0,10,11,12,0,12,0,11,0,14,0,0,0,0,0,0
Montana,2012,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2012,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2012,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2012,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2012,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2012,Male,Suicide,0,0,0,0,0,12,10,0,11,13,10,11,16,0,0,0,0,0,0
Montana,2013,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2013,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2013,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2013,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2013,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2013,Male,Suicide,0,0,0,0,10,0,0,0,12,0,11,11,11,0,0,0,0,0,0
Montana,2014,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2014,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2014,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2014,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2014,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2014,Male,Suicide,0,0,0,0,10,0,0,0,10,0,15,17,11,0,0,0,0,10,0
Montana,2015,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2015,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2015,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2015,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2015,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2015,Male,Suicide,0,0,0,0,11,0,10,0,0,12,0,12,19,12,0,0,0,0,0
Montana,2016,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2016,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2016,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2016,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2016,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2016,Male,Suicide,0,0,0,0,13,14,12,0,15,10,12,15,0,0,0,0,0,0,0
Montana,2017,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2017,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2017,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2017,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2017,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,2017,Male,Suicide,0,0,0,0,15,10,16,0,18,0,14,16,16,0,0,12,0,0,0
Nebraska,2009,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2009,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2009,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2009,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2009,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2009,Male,Suicide,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0
Nebraska,2010,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2010,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2010,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2010,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2010,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2010,Male,Suicide,0,0,0,0,0,0,0,0,0,12,16,0,10,0,0,0,0,0,0
Nebraska,2011,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2011,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2011,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2011,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2011,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2011,Male,Suicide,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,10,0,0,0
Nebraska,2012,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2012,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2012,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2012,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2012,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2012,Male,Suicide,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,0,0,0,0
Nebraska,2013,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2013,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2013,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2013,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2013,Male,Homicide,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2013,Male,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
Nebraska,2014,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2014,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2014,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2014,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2014,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2014,Male,Suicide,0,0,0,0,10,11,15,0,0,0,12,0,13,0,0,0,0,0,0
Nebraska,2015,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2015,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2015,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2015,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2015,Male,Homicide,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2015,Male,Suicide,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,0,0,0
Nebraska,2016,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2016,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2016,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2016,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2016,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2016,Male,Suicide,0,0,0,0,14,16,10,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2017,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2017,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2017,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2017,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2017,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2017,Male,Suicide,0,0,0,0,10,0,0,0,0,12,0,14,0,0,0,0,0,0,0
Nevada,2009,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2009,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2009,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2009,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2009,Male,Homicide,0,0,0,16,10,13,10,11,0,0,0,0,0,0,0,0,0,0,0
Nevada,2009,Male,Suicide,0,0,0,0,14,25,15,12,25,22,19,22,21,21,21,10,19,0,0
Nevada,2010,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2010,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2010,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2010,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2010,Male,Homicide,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2010,Male,Suicide,0,0,0,0,15,18,12,18,14,19,19,34,23,17,21,14,15,0,0
Nevada,2011,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2011,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2011,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2011,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2011,Male,Homicide,0,0,0,11,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2011,Male,Suicide,0,0,0,13,20,12,10,16,14,15,19,26,26,19,0,14,0,0,0
Nevada,2012,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2012,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2012,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2012,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2012,Male,Homicide,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2012,Male,Suicide,0,0,0,0,18,19,12,20,17,15,25,24,22,11,14,0,0,0,0
Nevada,2013,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2013,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2013,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2013,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2013,Male,Homicide,0,0,0,0,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2013,Male,Suicide,0,0,0,0,13,28,17,12,14,20,27,25,17,23,13,12,0,12,0
Nevada,2014,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2014,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2014,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2014,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2014,Male,Homicide,0,0,0,11,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2014,Male,Suicide,0,0,0,0,18,17,22,17,16,14,21,19,24,21,14,21,12,13,0
Nevada,2015,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2015,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2015,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2015,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2015,Male,Homicide,0,0,0,10,11,15,17,12,0,10,0,0,0,0,0,0,0,0,0
Nevada,2015,Male,Suicide,0,0,0,0,15,20,11,0,14,17,25,26,21,22,20,12,0,0,0
Nevada,2016,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2016,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2016,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2016,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2016,Male,Homicide,0,0,0,16,30,18,13,0,10,13,0,0,0,0,0,0,0,0,0
Nevada,2016,Male,Suicide,0,0,0,0,15,17,26,23,15,13,23,16,18,24,21,31,12,10,0
Nevada,2017,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2017,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2017,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2017,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2017,Male,Homicide,0,0,0,17,23,19,14,15,0,0,0,0,0,0,0,0,0,0,0
Nevada,2017,Male,Suicide,0,0,0,15,22,27,16,13,15,14,17,24,18,17,18,19,18,0,0
New Hampshire,2009,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2009,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2009,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2009,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2009,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2009,Male,Suicide,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0
New Hampshire,2010,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2010,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2010,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2010,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2010,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2010,Male,Suicide,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0
New Hampshire,2011,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2011,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2011,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2011,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2011,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2011,Male,Suicide,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
New Hampshire,2012,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2012,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2012,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2012,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2012,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2012,Male,Suicide,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0
New Hampshire,2013,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2013,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2013,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2013,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2013,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2013,Male,Suicide,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
New Hampshire,2014,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2014,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2014,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2014,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2014,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2014,Male,Suicide,0,0,0,0,14,0,11,0,0,0,11,13,0,0,0,0,0,0,0
New Hampshire,2015,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2015,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2015,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2015,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2015,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2015,Male,Suicide,0,0,0,0,0,0,0,0,13,0,10,10,0,0,0,0,0,0,0
New Hampshire,2016,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2016,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2016,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2016,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2016,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2016,Male,Suicide,0,0,0,0,0,0,0,13,0,0,0,12,0,0,0,0,0,0,0
New Hampshire,2017,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2017,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2017,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2017,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2017,Male,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2017,Male,Suicide,0,0,0,0,16,10,0,0,0,14,12,13,0,0,0,0,0,0,0
New Jersey,2009,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2009,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2009,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2009,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2009,Male,Homicide,0,0,0,35,46,55,23,11,11,0,0,0,0,0,0,0,0,0,0
New Jersey,2009,Male,Suicide,0,0,0,0,0,0,11,12,14,14,24,18,13,10,0,0,0,0,0
New Jersey,2010,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2010,Female,Homicide,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2010,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2010,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2010,Male,Homicide,0,0,0,40,61,41,44,18,13,0,0,0,0,0,0,0,0,0,0
New Jersey,2010,Male,Suicide,0,0,0,0,0,11,0,10,14,22,24,21,14,0,10,0,15,0,0
New Jersey,2011,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2011,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2011,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2011,Male,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2011,Male,Homicide,0,0,0,34,74,53,39,20,14,17,0,0,0,0,0,0,0,0,0
New Jersey,2011,Male,Suicide,0,0,0,0,10,15,0,0,22,10,17,19,14,12,0,0,13,0,0
New Jersey,2012,Female,Accidental Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2012,Female,Homicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2012,Female,Suicide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
